chapter,item_id,item_index,q_type,reference,question,standard_answer,method,model,generated_answer,score
luke1,uw-174343-mcq,42,mcq,文本甲 1:77,人物甲预言人物丙将帮助人们知道什么？,How to be saved through forgiveness.,llm_prompt_high,qwen1.5b,A (correct A),1.0
luke1,uw-174343-mcq,42,mcq,文本甲 1:77,人物甲预言人物丙将帮助人们知道什么？,How to be saved through forgiveness.,llm_prompt_high,qwen1.7b,A (correct A),1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,google_word_by_word,llama1b,In heaven,0.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,google_word_by_word,qwen1.5b,He lives in the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,google_word_by_word,qwen1.7b,In the wilderness,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,mBART-50,llama1b,Wilderness,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,mBART-50,qwen1.5b,He lives in the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,mBART-50,qwen1.7b,In the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,helsinki,llama1b,In the sky.,0.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,helsinki,qwen1.5b,In the wilderness,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,helsinki,qwen1.7b,Wilderness,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,nllb-200-distilled-600M,llama1b,Darkness.,0.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-distilled-600M,qwen1.5b,He lives in the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-distilled-600M,qwen1.7b,Person C lives in the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,llm_prompt_low,llama1b,In darkness.,0.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_low,qwen1.5b,Wilderness,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_low,qwen1.7b,In the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,llm_prompt_medium,llama1b,In the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_medium,qwen1.5b,He grew up and lived in the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_medium,qwen1.7b,The wilderness,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,nllb-200-1.3B,llama1b,Wilderness,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-1.3B,qwen1.5b,In the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-1.3B,qwen1.7b,Lived in the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,llm_prompt_high,llama1b,In the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_high,qwen1.5b,In the wilderness.,1.0
luke1,uw-174344-open,43,open,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_high,qwen1.7b,In the wilderness,1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,google_word_by_word,llama1b,None (correct C),0.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,google_word_by_word,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,google_word_by_word,qwen1.7b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,mBART-50,llama1b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,mBART-50,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,mBART-50,qwen1.7b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,helsinki,llama1b,B (correct C),0.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,helsinki,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,helsinki,qwen1.7b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,nllb-200-distilled-600M,llama1b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-distilled-600M,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-distilled-600M,qwen1.7b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,llm_prompt_low,llama1b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_low,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_low,qwen1.7b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,llm_prompt_medium,llama1b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_medium,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_medium,qwen1.7b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,nllb-200-1.3B,llama1b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-1.3B,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,nllb-200-1.3B,qwen1.7b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和居住？,In the wilderness.,llm_prompt_high,llama1b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_high,qwen1.5b,C (correct C),1.0
luke1,uw-174344-mcq,44,mcq,文本甲 1:80,人物丙在哪里长大和生活？,In the wilderness.,llm_prompt_high,qwen1.7b,C (correct C),1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,google_word_by_word,llama1b,Judia went to Place 02 to see King A of that town.,0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,google_word_by_word,qwen1.5b,Because he is the king of Judea.,0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,google_word_by_word,qwen1.7b,Person E went to location 03 because he belongs to King A of this house and line.,1.0
luke2,uw-174346-open,1,open,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,mBART-50,llama1b,King A's city.,0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,mBART-50,qwen1.5b,Because he belongs to King A's family and lineage.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,mBART-50,qwen1.7b,Person E went to Location 03 to register Person D and do marriage registration.,0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,helsinki,llama1b,Judea,0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,helsinki,qwen1.5b,Because Person E belongs to King A's house and territory.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,helsinki,qwen1.7b,"Person E went to Location 03 for reasons related to Location 03, which is not mentioned in the passage, but according to the passage, he went to Locations 02 and 04 because they belong to King A's house and boundaries.",0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-distilled-600M,llama1b,Because he is a family member and bloodline of King A.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-distilled-600M,qwen1.5b,Because he is a family member and bloodline of King A.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_low,llama1b,"So Person E also went from Village A in Region A to Judea, to King A's city location 02, because he belongs to King A's family and lineage.",1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_low,qwen1.5b,Because Person E belongs to King A's household and lineage.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,llm_prompt_low,qwen1.7b,Person E went to location 03 because he belongs to King A's family.,1.0
luke2,uw-174346-open,1,open,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_medium,llama1b,Person E came to Location 02.,0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_medium,qwen1.5b,Because Person E belongs to King A's family and lineage.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,llm_prompt_medium,qwen1.7b,Person E went to Location 03 because he belongs to King A's family and lineage.,1.0
luke2,uw-174346-open,1,open,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-1.3B,llama1b,He is a relative of King A.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-1.3B,qwen1.5b,Because he is a relative and descendant of King A.,1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,nllb-200-1.3B,qwen1.7b,Person E went to Location 03 because he is King A's family and descendant.,1.0
luke2,uw-174346-open,1,open,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_high,llama1b,"Person E went to place 02 because he was from King A's family and lineage, originally belonging to Village A in Region A.",1.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_high,qwen1.5b,"Because he went there with his betrothed and pregnant fiancée, Person D, to register.",0.0
luke2,uw-174346-open,1,open,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,llm_prompt_high,qwen1.7b,Person E went to Location 03 because he belongs to King A's family and lineage.,1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,google_word_by_word,llama1b,None (correct C),0.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,google_word_by_word,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,google_word_by_word,qwen1.7b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,mBART-50,llama1b,None (correct C),0.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,mBART-50,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,mBART-50,qwen1.7b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,helsinki,llama1b,None (correct C),0.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,helsinki,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,helsinki,qwen1.7b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-distilled-600M,llama1b,None (correct C),0.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-distilled-600M,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_low,llama1b,None (correct C),0.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_low,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,llm_prompt_low,qwen1.7b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_medium,llama1b,None (correct C),0.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_medium,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,llm_prompt_medium,qwen1.7b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-1.3B,llama1b,B (correct C),0.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,nllb-200-1.3B,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,nllb-200-1.3B,qwen1.7b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,Luke 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_high,llama1b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点02？,He was a descendant of King A.,llm_prompt_high,qwen1.5b,C (correct C),1.0
luke2,uw-174346-mcq,2,mcq,文本甲 2:4,人物戊为什么去地点03？,He was a descendant of King A.,llm_prompt_high,qwen1.7b,C (correct C),1.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,google_word_by_word,llama1b,He placed his newborn son on clothes and item 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,google_word_by_word,qwen1.5b,In object 01.,1.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,google_word_by_word,qwen1.7b,Person D placed the newborn son in object 01.,0.0
luke2,uw-174347-open,3,open,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,mBART-50,llama1b,In the nest.,1.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,mBART-50,qwen1.5b,In the nest.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,mBART-50,qwen1.7b,Person D placed the newborn son in the nest.,1.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,helsinki,llama1b,He is in the fireplace,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,helsinki,qwen1.5b,She placed him in a fireplace.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,helsinki,qwen1.7b,Person D placed the newborn son in the fireplace.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-distilled-600M,llama1b,In Object 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-distilled-600M,qwen1.5b,In object 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_low,llama1b,Object 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_low,qwen1.5b,Object 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,llm_prompt_low,qwen1.7b,Entity 01,0.0
luke2,uw-174347-open,3,open,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_medium,llama1b,In Object 01.,1.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_medium,qwen1.5b,In Object 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,llm_prompt_medium,qwen1.7b,Person D placed the newborn son in Entity 01.,0.0
luke2,uw-174347-open,3,open,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-1.3B,llama1b,Inside Object 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-1.3B,qwen1.5b,In object 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,nllb-200-1.3B,qwen1.7b,Object 01.,0.0
luke2,uw-174347-open,3,open,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_high,llama1b,In Object 01.,1.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_high,qwen1.5b,In item 01.,0.0
luke2,uw-174347-open,3,open,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,llm_prompt_high,qwen1.7b,Entity 01.,0.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,google_word_by_word,llama1b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,google_word_by_word,qwen1.5b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,google_word_by_word,qwen1.7b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,mBART-50,llama1b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,mBART-50,qwen1.5b,B (correct D),0.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,mBART-50,qwen1.7b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,helsinki,llama1b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,helsinki,qwen1.5b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,helsinki,qwen1.7b,B (correct D),0.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-distilled-600M,llama1b,None (correct D),0.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-distilled-600M,qwen1.5b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_low,llama1b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_low,qwen1.5b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,llm_prompt_low,qwen1.7b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_medium,llama1b,None (correct D),0.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_medium,qwen1.5b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,llm_prompt_medium,qwen1.7b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-1.3B,llama1b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,nllb-200-1.3B,qwen1.5b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,nllb-200-1.3B,qwen1.7b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,Luke 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_high,llama1b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把她刚出生的儿子放在哪里？,In a manger.,llm_prompt_high,qwen1.5b,D (correct D),1.0
luke2,uw-174347-mcq,4,mcq,文本甲 2:7,人物丁把刚出生的儿子放在哪里？,In a manger.,llm_prompt_high,qwen1.7b,D (correct D),1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,google_word_by_word,llama1b,They were not afraid.,0.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,google_word_by_word,qwen1.5b,Group 01 left the territory at night.,0.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,google_word_by_word,qwen1.7b,Group 01 felt afraid.,1.0
luke2,uw-174349-open,5,open,Luke 2:9,群体01如何回应实体01？,They were very afraid.,mBART-50,llama1b,The sheep flock panicked.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,mBART-50,qwen1.5b,Group 01 was frightened.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,mBART-50,qwen1.7b,Group 01 was frightened.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,helsinki,llama1b,She said: We are not afraid.,0.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,helsinki,qwen1.5b,"Group 01 lived in nearby fields, watching their sheep at night.",0.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,helsinki,qwen1.7b,Group 01 was originally afraid.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,nllb-200-distilled-600M,llama1b,They were terrified.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,nllb-200-distilled-600M,qwen1.5b,Group 01 was terrified.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,llm_prompt_low,llama1b,The flock was afraid.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,llm_prompt_low,qwen1.5b,Group 01 guarded the sheep at night.,0.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,llm_prompt_low,qwen1.7b,Group 01 was afraid of Entity 01.,1.0
luke2,uw-174349-open,5,open,Luke 2:9,群体01如何回应实体01？,They were very afraid.,llm_prompt_medium,llama1b,They said: We are glad you came to visit us.,0.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,llm_prompt_medium,qwen1.5b,Group 01 was very afraid.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,llm_prompt_medium,qwen1.7b,Group 01 was afraid.,1.0
luke2,uw-174349-open,5,open,Luke 2:9,群体01如何回应实体01？,They were very afraid.,nllb-200-1.3B,llama1b,They said: We are not afraid.,0.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,nllb-200-1.3B,qwen1.5b,They were very afraid.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,nllb-200-1.3B,qwen1.7b,Group 01 is afraid.,1.0
luke2,uw-174349-open,5,open,Luke 2:9,群体01如何回应实体01？,They were very afraid.,llm_prompt_high,llama1b,The flock of sheep cried out in alarm and ran up.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,llm_prompt_high,qwen1.5b,Group 01 was very afraid.,1.0
luke2,uw-174349-open,5,open,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,llm_prompt_high,qwen1.7b,Group 01 showed great fear towards Entity 01.,1.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,google_word_by_word,llama1b,D (correct D),1.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,google_word_by_word,qwen1.5b,C (correct D),0.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,google_word_by_word,qwen1.7b,C (correct D),0.0
luke2,uw-174349-mcq,6,mcq,Luke 2:9,群体01如何回应实体01？,They were very afraid.,mBART-50,llama1b,C (correct D),0.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,mBART-50,qwen1.5b,C (correct D),0.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,mBART-50,qwen1.7b,D (correct D),1.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,helsinki,llama1b,C (correct D),0.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01如何回应实体01？,They were very afraid.,helsinki,qwen1.5b,C (correct D),0.0
luke2,uw-174349-mcq,6,mcq,文本甲 2:9,群体01对实体01有什么反应？,They were very afraid.,helsinki,qwen1.7b,D (correct D),1.0
