chapter,kind,method,level,verse,cometkiwi,src,mt
1,method,llm_prompt_high,,80,0.788704,And the child grew and became strong in spirit; and he lived in the wilderness until he appeared publicly to Israel.,孩子渐渐长大，心灵坚强，在旷野生活，直到他显现给以色列人。
1,method,helsinki,,1,0.791510,"Many have undertaken to draw up an account of the things that have been fulfilled among us,",许多人已承诺要说明我们之间已履行的约言。
1,method,helsinki,,2,0.655433,just as they were handed down to us by those who from the first were eyewitnesses and servants of the word.,"犹如他们被先民所赐给我们的一样,他们是见证的,是教诲的仆人。"
1,method,helsinki,,3,0.729898,"With this in mind, since I myself have carefully investigated everything from the beginning, I too decided to write an orderly account for you, most excellent Theophilus,","考虑到这一点,因为我自己 仔细调查了一切 从一开始, 我也决定 写一个井然有序的帐户给你, 最优秀的Theophilus,"
1,method,helsinki,,4,0.440994,"so that you may know the certainty of the things you have been taught.

The Birth of John the Baptist Foretold",以便你们知道自己所受的教诲。
1,method,helsinki,,5,0.822223,"In the time of Herod king of Judea there was a priest named Zechariah, who belonged to the priestly division of Abijah; his wife Elizabeth was also a descendant of Aaron.","在朱迪亚的希律王时期,有一个牧师叫泽查里亚,属于阿比贾的牧师,他的妻子伊丽莎白也是亚伦的后裔。"
1,method,helsinki,,6,0.739249,"Both of them were righteous in the sight of God, observing all the Lord’s commands and decrees blamelessly.","在真主看来,他们俩都是善人,故你们应当遵守主的命令,应当秉公判决。"
1,method,helsinki,,7,0.872323,"But they were childless because Elizabeth was not able to conceive, and they were both very old.","但他们没有孩子,因为伊丽莎白无法怀孕, 而且他们都非常老。"
1,method,helsinki,,8,0.722713,"Once when Zechariah’s division was on duty and he was serving as priest before God,","有一次,宰迦里雅的部下执勤,在上帝面前担任牧师,"
1,method,helsinki,,9,0.800810,"he was chosen by lot, according to the custom of the priesthood, to go into the temple of the Lord and burn incense.",按照祭司的习俗 他被选中进入主的寺庙 烧香
1,method,helsinki,,10,0.801483,"And when the time for the burning of incense came, all the assembled worshipers were praying outside.","当烧香的时间到来的时候,众礼拜的人,都在外面祈祷。"
1,method,helsinki,,11,0.811370,"Then an angel of the Lord appeared to him, standing at the right side of the altar of incense.","然后,一位主的天神在他面前出现了, 站在香坛的右侧。"
1,method,helsinki,,12,0.861561,"When Zechariah saw him, he was startled and was gripped with fear.","当宰迦里雅看见他的时候,他惊慌失措,心怀恐惧。"
1,method,helsinki,,13,0.788267,"But the angel said to him: “Do not be afraid, Zechariah; your prayer has been heard. Your wife Elizabeth will bear you a son, and you are to call him John.","但天神对他说:宰凯里雅啊!你不要害怕,你的祈祷已降临了。你的妻子易司哈格,你将生一个儿子,你将叫他叶哈雅。"
1,method,helsinki,,14,0.799399,"He will be a joy and delight to you, and many will rejoice because of his birth,","他将喜悦你们,许多人将因他的出生而喜悦。"
1,method,helsinki,,15,0.655193,"for he will be great in the sight of the Lord. He is never to take wine or other fermented drink, and he will be filled with the Holy Spirit even before he is born.","在主看来,他确是伟大的。他不饮酒,也不饮烈酒,他在出生之前,必入禁寺。"
1,method,helsinki,,16,0.852804,He will bring back many of the people of Israel to the Lord their God.,他将使许多以色列人复返于主--他们的主。
1,method,helsinki,,17,0.756633,"And he will go on before the Lord, in the spirit and power of Elijah, to turn the hearts of the parents to their children and the disobedient to the wisdom of the righteous—to make ready a people prepared for the Lord.”","他将在主那里,以以利亚的精神和力量,使父母的心转向他们的子女,使违抗者转向正义者的智慧,使人民为主作准备。"
1,method,helsinki,,18,0.786401,"Zechariah asked the angel, “How can I be sure of this? I am an old man and my wife is well along in years.”","宰凯里雅对天神说:我怎能确信呢?我确已老迈了,我的妻子已逝去了。"
1,method,helsinki,,19,0.775486,"The angel said to him, “I am Gabriel. I stand in the presence of God, and I have been sent to speak to you and to tell you this good news.","天神对他说:我是加布里埃尔,我站在真主面前,我奉派来对你们说:我确是一个好消息。"
1,method,helsinki,,20,0.754468,"And now you will be silent and not able to speak until the day this happens, because you did not believe my words, which will come true at their appointed time.”","现在,你将保持沉默,直到事情发生之日,你才说话,因为你不信我的话,我的话将在他们预定的时间实现。"
1,method,helsinki,,21,0.842845,"Meanwhile, the people were waiting for Zechariah and wondering why he stayed so long in the temple.","同时,人们在等待Zecariah, 并想知道他为什么在寺庙里待那么久。"
1,method,helsinki,,22,0.796698,"When he came out, he could not speak to them. They realized he had seen a vision in the temple, for he kept making signs to them but remained unable to speak.","当他出来的时候,不能和他们说话,他们就知道他在寺庙里看见一种迹象,他对他们常常作许多迹象,但他们不能说话。"
1,method,helsinki,,23,0.873109,"When his time of service was completed, he returned home.","服役期满后,他返回了家。"
1,method,helsinki,,24,0.857680,After this his wife Elizabeth became pregnant and for five months remained in seclusion.,"在此之后,他的妻子伊丽莎白怀孕,并被隔离了五个月。"
1,method,helsinki,,25,0.668824,"“The Lord has done this for me,” she said. “In these days he has shown his favor and taken away my disgrace among the people.”

The Birth of Jesus Foretold","她说:真主确已为我做了这件事了。他确已施恩于众人,他消除了我对众人的污辱。"
1,method,helsinki,,26,0.852188,"In the sixth month of Elizabeth’s pregnancy, God sent the angel Gabriel to Nazareth, a town in Galilee,","在伊丽莎白怀孕的第六个月, 上帝派天使加布里埃尔 到拿撒勒斯, 加利利的一个城镇,"
1,method,helsinki,,27,0.837585,"to a virgin pledged to be married to a man named Joseph, a descendant of David. The virgin’s name was Mary.","一位处女发誓要嫁给一个叫约瑟的男人,他是大卫的后裔。 处女的名字是玛利亚。"
1,method,helsinki,,28,0.477985,"The angel went to her and said, “Greetings, you who are highly favored! The Lord is with you.”","天神对她说:你们赞颂真主超绝万物,超绝万物!他是与你们同在的。"
1,method,helsinki,,29,0.805974,Mary was greatly troubled at his words and wondered what kind of greeting this might be.,玛丽对他的话感到非常不安 想知道这是什么样的问候
1,method,helsinki,,30,0.860722,"But the angel said to her, “Do not be afraid, Mary; you have found favor with God.","但天神对她说:麦尔彦啊!你不要畏惧,你确已求得真主的恩惠。"
1,method,helsinki,,31,0.875899,"You will conceive and give birth to a son, and you are to call him Jesus.","你会怀上并生下一个儿子, 你会叫他耶稣。"
1,method,helsinki,,32,0.848411,"He will be great and will be called the Son of the Most High. The Lord God will give him the throne of his father David,","他将确是伟大的,将被称为至尊的子嗣。真主将赏赐他父亲大卫的宝座,"
1,method,helsinki,,33,0.754599,and he will reign over Jacob’s descendants forever; his kingdom will never end.”,"他将统治叶尔孤白的后裔,他的国权是不会灭亡的。"
1,method,helsinki,,34,0.804136,"“How will this be,” Mary asked the angel, “since I am a virgin?”",玛丽对天使说:这是怎样的呢?因为我是一个处女。
1,method,helsinki,,35,0.863593,"The angel answered, “The Holy Spirit will come on you, and the power of the Most High will overshadow you. So the holy one to be born will be called the Son of God.","天神说:圣灵将降临你们,至尊者的力量将笼罩你们,故要出生的圣者,将被称作真主的儿子。"
1,method,helsinki,,36,0.571092,"Even Elizabeth your relative is going to have a child in her old age, and she who was said to be unable to conceive is in her sixth month.","即使伊丽莎白,你的亲戚 将有一个孩子在她的老年, 而她谁据说不能怀孕 是在她的6个月。"
1,method,helsinki,,37,0.768719,For no word from God will ever fail.”,"因为从真主发出的言辞,绝不是失败的。"
1,method,helsinki,,38,0.705412,"“I am the Lord’s servant,” Mary answered. “May your word to me be fulfilled.” Then the angel left her.

Mary Visits Elizabeth",他说:我是真主的仆人。麦尔彦说:但愿你对我说的话能被履行。天神离开了她。
1,method,helsinki,,39,0.759868,"At that time Mary got ready and hurried to a town in the hill country of Judea,","那时,玛丽已经准备好 并赶到一个小镇 在丘陵的朱迪亚州,"
1,method,helsinki,,40,0.849284,where she entered Zechariah’s home and greeted Elizabeth.,"她走进Zecariah的家,向Elizabeth问好。"
1,method,helsinki,,41,0.801745,"When Elizabeth heard Mary’s greeting, the baby leaped in her womb, and Elizabeth was filled with the Holy Spirit.","当伊丽莎白听到玛丽的问候时,婴儿跳进她的子宫,伊丽莎白充满了圣灵。"
1,method,helsinki,,42,0.821616,"In a loud voice she exclaimed: “Blessed are you among women, and blessed is the child you will bear!","她大声地喊叫说:你们在女子中是受福的,你们所怀的孩子是受福的。"
1,method,helsinki,,43,0.744175,"But why am I so favored, that the mother of my Lord should come to me?",为什么我如此感激 以至于我主的母亲来到我身边?
1,method,helsinki,,44,0.846927,"As soon as the sound of your greeting reached my ears, the baby in my womb leaped for joy.","你问候的声音一传到我耳边, 我腹中的孩子就欢乐欲绝了。"
1,method,helsinki,,45,0.748348,"Blessed is she who has believed that the Lord would fulfill his promises to her!”

Mary’s Song","相信上帝会履行对她的诺言的人,是多福的!”"
1,method,helsinki,,46,0.725309,"And Mary said:

“My soul glorifies the Lord","麦尔彦说:我的灵魂赞颂真主超绝万物,"
1,method,helsinki,,47,0.781778,"and my spirit rejoices in God my Savior,",我的灵魂因上帝而快乐 我的救世主
1,method,helsinki,,48,0.733011,"for he has been mindful
    of the humble state of his servant.
From now on all generations will call me blessed,","他记念他的仆人,从今以后,世世代代都称我为幸福者。"
1,method,helsinki,,49,0.837165,"for the Mighty One has done great things for me—
    holy is his name.","万能的主确已为我做了许多伟大的事,他的尊名是圣的。"
1,method,helsinki,,50,0.740063,"His mercy extends to those who fear him,
    from generation to generation.","他的慈恩将扩及畏惧他的人,他将代代相传。"
1,method,helsinki,,51,0.714347,"He has performed mighty deeds with his arm;
    he has scattered those who are proud in their inmost thoughts.","他曾用手力行善功,曾把自大者驱散在心头。"
1,method,helsinki,,52,0.842016,"He has brought down rulers from their thrones
    but has lifted up the humble.","他从他们的宝座上降下统治者,但他使卑贱者升起。"
1,method,helsinki,,53,0.761208,"He has filled the hungry with good things
    but has sent the rich away empty.",他让饥饿的人充满了好东西 却让富人空荡荡
1,method,helsinki,,54,0.697679,"He has helped his servant Israel,
    remembering to be merciful","他帮助他的仆人以色列,他记念着怜悯"
1,method,helsinki,,55,0.780087,"to Abraham and his descendants forever,
    just as he promised our ancestors.”","至於易卜拉欣和他的后裔,将永居其中,犹如他向我们的祖先盟誓一样。"
1,method,helsinki,,56,0.706092,"Mary stayed with Elizabeth for about three months and then returned home.

The Birth of John the Baptist",玛丽跟伊莉莎白待了三个月 然后回家
1,method,helsinki,,57,0.816923,"When it was time for Elizabeth to have her baby, she gave birth to a son.",当伊丽莎白生孩子的时候 她生了一个儿子
1,method,helsinki,,58,0.862894,"Her neighbors and relatives heard that the Lord had shown her great mercy, and they shared her joy.","她的邻居和亲戚听说,主对她施以极大的怜悯,他们也同她一起欢乐。"
1,method,helsinki,,59,0.862468,"On the eighth day they came to circumcise the child, and they were going to name him after his father Zechariah,","第八天,他们来给孩子做割礼,他们要以他父亲宰迦里雅的名字命名他。"
1,method,helsinki,,60,0.644081,"but his mother spoke up and said, “No! He is to be called John.”",但他母亲说:不然!他确是被称作叶哈雅的。
1,method,helsinki,,61,0.560419,"They said to her, “There is no one among your relatives who has that name.”","他们说:你的亲戚中,没有任何人知道这个道理。"
1,method,helsinki,,62,0.746668,"Then they made signs to his father, to find out what he would like to name the child.","然后他们对他父亲做了一些迹象, 以找出他想要给孩子取什么名字。"
1,method,helsinki,,63,0.806662,"He asked for a writing tablet, and to everyone’s astonishment he wrote, “His name is John.”","他要求写作平板电脑,他写道,“他的名字是约翰,这让人感到惊讶。 ”"
1,method,helsinki,,64,0.864256,"Immediately his mouth was opened and his tongue set free, and he began to speak, praising God.","他立刻张开嘴,舌头松开,他开始说话,赞美真主。"
1,method,helsinki,,65,0.818687,"All the neighbors were filled with awe, and throughout the hill country of Judea people were talking about all these things.","所有邻居都充满了敬畏, 整个丘陵国家犹大人民都在谈论所有这些事情。"
1,method,helsinki,,66,0.832441,"Everyone who heard this wondered about it, asking, “What then is this child going to be?” For the Lord’s hand was with him.

Zechariah’s Song","听到这个消息的每个人都想知道,“这个孩子会变成什么样?” 因为主的手和他同在。《宰迦里雅之歌》"
1,method,helsinki,,67,0.821208,His father Zechariah was filled with the Holy Spirit and prophesied:,"他的父亲宰凯里雅,曾满怀圣灵,而且预言:"
1,method,helsinki,,68,0.748102,"“Praise be to the Lord, the God of Israel,
    because he has come to his people and redeemed them.","赞颂真主--以色列的主宰,超绝万物,因为他已来到他的百姓那里,替他赎罪。"
1,method,helsinki,,69,0.838023,"He has raised up a horn of salvation for us
    in the house of his servant David",他在他的仆人大卫的家中为我们升起了救赎的号角。
1,method,helsinki,,70,0.765100,"(as he said through his holy prophets of long ago),",(他以前曾通过他的神圣先知说)
1,method,helsinki,,71,0.673696,"salvation from our enemies
    and from the hand of all who hate us—",拯救我们的敌人 和所有恨我们的人的手
1,method,helsinki,,72,0.837957,"to show mercy to our ancestors
    and to remember his holy covenant,",以怜悯我们的祖先 并铭记他的神圣盟约
1,method,helsinki,,73,0.825111,the oath he swore to our father Abraham:,他向我们的父亲亚伯拉罕发过誓
1,method,helsinki,,74,0.847153,"to rescue us from the hand of our enemies,
    and to enable us to serve him without fear",拯救我们脱离敌人之手 并让我们无所畏惧地为他服务
1,method,helsinki,,75,0.512738,in holiness and righteousness before him all our days.,在他面前的圣洁和正义 我们所有的日子。
1,method,helsinki,,76,0.832679,"And you, my child, will be called a prophet of the Most High;
    for you will go on before the Lord to prepare the way for him,",我 的 子孙 阿 、 你 要 被称为 至高者 的 先知 . 因为 你 要 在 主 面前 、 为 他 豫 備路
1,method,helsinki,,77,0.807092,"to give his people the knowledge of salvation
    through the forgiveness of their sins,","以便他使他的百姓,通过赦宥他们的罪过,而得享拯救的知识。"
1,method,helsinki,,78,0.699157,"because of the tender mercy of our God,
    by which the rising sun will come to us from heaven",因为我们的上帝的慈悲 升起的太阳将从天而降
1,method,helsinki,,79,0.823632,"to shine on those living in darkness
    and in the shadow of death,
to guide our feet into the path of peace.”","照耀生活在黑暗和死亡阴影中的人,引导我们的脚步走上和平的道路。”"
1,method,helsinki,,80,0.790168,And the child grew and became strong in spirit; and he lived in the wilderness until he appeared publicly to Israel.,孩 子 生 了 气 、 就 活 在 曠 野 、 直 到 向 以 色 列 公开 露 面
1,method,mBART-50,,1,0.745363,"Many have undertaken to draw up an account of the things that have been fulfilled among us,",许多人已尽力记载我们中间所成就的事。
1,method,mBART-50,,2,0.517806,just as they were handed down to us by those who from the first were eyewitnesses and servants of the word.,他们就是从前人、是目击者、是传言的仆人、交给我们。
1,method,mBART-50,,3,0.780081,"With this in mind, since I myself have carefully investigated everything from the beginning, I too decided to write an orderly account for you, most excellent Theophilus,","因为我本人从一开始就仔细地研究了一切,所以我也决定为你写一个整洁的报告,最优秀的提奥菲勒斯。"
1,method,mBART-50,,4,0.601884,"so that you may know the certainty of the things you have been taught.

The Birth of John the Baptist Foretold",创6:9 使你们知道你们所受的教训、就必知道。 洗礼者约翰的诞生预言
1,method,mBART-50,,5,0.852229,"In the time of Herod king of Judea there was a priest named Zechariah, who belonged to the priestly division of Abijah; his wife Elizabeth was also a descendant of Aaron.","希律王在犹大的时候,有一位名叫撒迦利亚的祭司,是亚比雅的牧师。 他的妻子伊丽莎白也是亚伦的子孙。"
1,method,mBART-50,,6,0.760265,"Both of them were righteous in the sight of God, observing all the Lord’s commands and decrees blamelessly.",他们都在神面前是义的、遵从耶和华的命令和命令、无罪的。
1,method,mBART-50,,7,0.874564,"But they were childless because Elizabeth was not able to conceive, and they were both very old.","但他们没有孩子,因为伊丽莎白不能怀孕,而且他们都很年老。"
1,method,mBART-50,,8,0.531725,"Once when Zechariah’s division was on duty and he was serving as priest before God,",撒迦利亚在神面前当祭司的时候、曾有一个时候。
1,method,mBART-50,,9,0.626334,"he was chosen by lot, according to the custom of the priesthood, to go into the temple of the Lord and burn incense.",徒5:9 按祭司的惯例、他按 lot 选出、去耶和华殿、焚香。
1,method,mBART-50,,10,0.688187,"And when the time for the burning of incense came, all the assembled worshipers were praying outside.","耶和华说,当香点的时候,聚集的众祭司都在外面祷告。"
1,method,mBART-50,,11,0.836186,"Then an angel of the Lord appeared to him, standing at the right side of the altar of incense.",耶和华的使者显现在他面前、站在香坛右边。
1,method,mBART-50,,12,0.818489,"When Zechariah saw him, he was startled and was gripped with fear.","撒迦利亚看见他, 就惊恐起来, 吓得惊惶."
1,method,mBART-50,,13,0.885046,"But the angel said to him: “Do not be afraid, Zechariah; your prayer has been heard. Your wife Elizabeth will bear you a son, and you are to call him John.","但天使对他说:“撒迦利亚,不要害怕,你的祷告已经听见了,你的妻子伊丽莎白将给你生一个儿子,你要叫他约翰。"
1,method,mBART-50,,14,0.831457,"He will be a joy and delight to you, and many will rejoice because of his birth,","他必使你们欢喜,使许多人因他生的缘故欢喜。"
1,method,mBART-50,,15,0.796312,"for he will be great in the sight of the Lord. He is never to take wine or other fermented drink, and he will be filled with the Holy Spirit even before he is born.",因为他必在耶和华眼中为大、不可喝酒、也不喝别的发酵的酒、在他生前就必充满圣灵。
1,method,mBART-50,,16,0.847209,He will bring back many of the people of Israel to the Lord their God.,耶和华将以色列人中的许多人归到他们的 神那里。
1,method,mBART-50,,17,0.717230,"And he will go on before the Lord, in the spirit and power of Elijah, to turn the hearts of the parents to their children and the disobedient to the wisdom of the righteous—to make ready a people prepared for the Lord.”",代下9:5 他必在耶和华面前、以以以利亚的灵和力量、使父母的心转为子女、不听从者转为义人的智慧、为耶和華豫备民。
1,method,mBART-50,,18,0.754515,"Zechariah asked the angel, “How can I be sure of this? I am an old man and my wife is well along in years.”","撒迦利亚问天使:“我怎么能确定呢?我是个老人,我的妻子已经长了好多年了。"
1,method,mBART-50,,19,0.865253,"The angel said to him, “I am Gabriel. I stand in the presence of God, and I have been sent to speak to you and to tell you this good news.",天使对他说、我是加比利、我站在神面前。 我被派来、要与你说话、告诉你这福音。
1,method,mBART-50,,20,0.504226,"And now you will be silent and not able to speak until the day this happens, because you did not believe my words, which will come true at their appointed time.”","你们不信我的话,必在他们所定的时候实现。"
1,method,mBART-50,,21,0.837371,"Meanwhile, the people were waiting for Zechariah and wondering why he stayed so long in the temple.","与此同时,人们正在等待撒哈拉,想知道他为什么在庙里呆了这么久。"
1,method,mBART-50,,22,0.848929,"When he came out, he could not speak to them. They realized he had seen a vision in the temple, for he kept making signs to them but remained unable to speak.","他出来的时候,不能跟他们说话。 他们知道他在殿里看见了一个幻象,因为他一直向他们作迹象,却不能说话。"
1,method,mBART-50,,23,0.862671,"When his time of service was completed, he returned home.","服役完毕后,他回家。"
1,method,mBART-50,,24,0.801469,After this his wife Elizabeth became pregnant and for five months remained in seclusion.,"之后,他的妻子伊丽莎白怀孕了五个月,一直孤立。"
1,method,mBART-50,,25,0.749330,"“The Lord has done this for me,” she said. “In these days he has shown his favor and taken away my disgrace among the people.”

The Birth of Jesus Foretold","“耶和华为我做了这事,”她说,“在这些日子里,他已经显出他的恩惠,把我的耻辱从百姓中除去。"
1,method,mBART-50,,26,0.647049,"In the sixth month of Elizabeth’s pregnancy, God sent the angel Gabriel to Nazareth, a town in Galilee,",创6 伊丽莎白怀孕的第六个月、神差遣使者加比利特到加利利的 Nazareth、
1,method,mBART-50,,27,0.429984,"to a virgin pledged to be married to a man named Joseph, a descendant of David. The virgin’s name was Mary.","约瑟是大卫的子孙,名叫玛利亚。"
1,method,mBART-50,,28,0.743606,"The angel went to her and said, “Greetings, you who are highly favored! The Lord is with you.”",创8 天使就往她那里去、说、你甚受恩惠、耶和华同你。
1,method,mBART-50,,29,0.828618,Mary was greatly troubled at his words and wondered what kind of greeting this might be.,"玛丽对他的说法感到非常不安,不知道这会是什么样的问候。"
1,method,mBART-50,,30,0.862989,"But the angel said to her, “Do not be afraid, Mary; you have found favor with God.",天使对她说、玛利亚、不要害怕、你已经在神面前得到恩惠。
1,method,mBART-50,,31,0.319496,"You will conceive and give birth to a son, and you are to call him Jesus.","你要 conceive and give birth to a son, and you are to call him Jesus。"
1,method,mBART-50,,32,0.774993,"He will be great and will be called the Son of the Most High. The Lord God will give him the throne of his father David,",耶和华 将赐他父大卫的宝座、使他长得大、叫他高尚的儿子。
1,method,mBART-50,,33,0.829822,and he will reign over Jacob’s descendants forever; his kingdom will never end.”,耶和华必永远在雅各的子孙上作王。 他的王国永远不会结束。
1,method,mBART-50,,34,0.847703,"“How will this be,” Mary asked the angel, “since I am a virgin?”","玛利亚问天使,“既然我是个未婚妻,这会怎样呢?”"
1,method,mBART-50,,35,0.846407,"The angel answered, “The Holy Spirit will come on you, and the power of the Most High will overshadow you. So the holy one to be born will be called the Son of God.","天使回答说、圣灵必临到你们身上、至高者的力必遮蔽你们。 因此,生下来的圣人必称为神的儿子。"
1,method,mBART-50,,36,0.758732,"Even Elizabeth your relative is going to have a child in her old age, and she who was said to be unable to conceive is in her sixth month.","即使你亲属的伊丽莎白也会在她年纪大的时候生孩子,而据说她不能怀孕的那个孩子已经在她第六个月了。"
1,method,mBART-50,,37,0.841017,For no word from God will ever fail.”,因为神的话永远不会失败。
1,method,mBART-50,,38,0.618561,"“I am the Lord’s servant,” Mary answered. “May your word to me be fulfilled.” Then the angel left her.

Mary Visits Elizabeth",玛利亚回答说、我是耶和华的仆人、愿你对我说的话得以成就。
1,method,mBART-50,,39,0.846657,"At that time Mary got ready and hurried to a town in the hill country of Judea,",那时、玛利亚就作了准备、急忙往犹大山地的城里去。
1,method,mBART-50,,40,0.778859,where she entered Zechariah’s home and greeted Elizabeth.,撒下5:9 在那里、她进了撒迦利亚的屋子、迎接伊丽莎白。
1,method,mBART-50,,41,0.790762,"When Elizabeth heard Mary’s greeting, the baby leaped in her womb, and Elizabeth was filled with the Holy Spirit.","当伊丽莎白听见玛丽问候的时候,婴儿跳进了她的怀里,伊丽撒冷充满了圣灵。"
1,method,mBART-50,,42,0.854452,"In a loud voice she exclaimed: “Blessed are you among women, and blessed is the child you will bear!","她大声喊道:“你们在妇女中是幸运的,你们将生下的孩子也是幸运的!"
1,method,mBART-50,,43,0.784361,"But why am I so favored, that the mother of my Lord should come to me?",耶和华的母亲来见我、我为何如此受恩惠呢。
1,method,mBART-50,,44,0.867305,"As soon as the sound of your greeting reached my ears, the baby in my womb leaped for joy.","你的问候声一到我的耳边,我怀里的孩子就跳起来高兴了。"
1,method,mBART-50,,45,0.696710,"Blessed is she who has believed that the Lord would fulfill his promises to her!”

Mary’s Song",祝愿她相信耶和华会兑现他对她所许的诺言!
1,method,mBART-50,,46,0.850081,"And Mary said:

“My soul glorifies the Lord",玛利亚说:“我的灵魂荣耀耶和华
1,method,mBART-50,,47,0.812169,"and my spirit rejoices in God my Savior,",我的灵在救我的神中欢喜。
1,method,mBART-50,,48,0.810015,"for he has been mindful
    of the humble state of his servant.
From now on all generations will call me blessed,",伯6:9 因他曾记念仆人的谦卑、从今以后世人必称我为福。
1,method,mBART-50,,49,0.798373,"for the Mighty One has done great things for me—
    holy is his name.",耶和华为我作了大事。 他的名是圣的。
1,method,mBART-50,,50,0.831535,"His mercy extends to those who fear him,
    from generation to generation.","他的慈悲伸展到那些害怕他的人,从一代人到一代人。"
1,method,mBART-50,,51,0.788996,"He has performed mighty deeds with his arm;
    he has scattered those who are proud in their inmost thoughts.","他用胳膊行了大功,分散了那些自以为傲的人。"
1,method,mBART-50,,52,0.838783,"He has brought down rulers from their thrones
    but has lifted up the humble.","他把君主从他们的宝座上推下来,却使谦卑的人站起来。"
1,method,mBART-50,,53,0.700785,"He has filled the hungry with good things
    but has sent the rich away empty.","他把饥饿的人填满了好东西,却把富人空地送走了。"
1,method,mBART-50,,54,0.791438,"He has helped his servant Israel,
    remembering to be merciful",诗119:8 他帮助仆人以色列人、记念慈悲
1,method,mBART-50,,55,0.748521,"to Abraham and his descendants forever,
    just as he promised our ancestors.”","向亚伯拉罕和他后代永远的,正如他曾对我们的祖先所许的。"
1,method,mBART-50,,56,0.722785,"Mary stayed with Elizabeth for about three months and then returned home.

The Birth of John the Baptist","玛丽和伊丽莎白呆了大约三个月,然后回家了"
1,method,mBART-50,,57,0.842113,"When it was time for Elizabeth to have her baby, she gave birth to a son.","当伊丽莎白怀孕的时候,她生了一个儿子。"
1,method,mBART-50,,58,0.841030,"Her neighbors and relatives heard that the Lord had shown her great mercy, and they shared her joy.","她邻居和亲戚听见耶和华曾示过她的大慈悲,他们就与她分享她的喜悦。"
1,method,mBART-50,,59,0.849213,"On the eighth day they came to circumcise the child, and they were going to name him after his father Zechariah,",到了第八日、他们要割礼那孩子、要给他以他父亲撒迦利亚的名字命名。
1,method,mBART-50,,60,0.806848,"but his mother spoke up and said, “No! He is to be called John.”",他母亲说、不、叫他约翰。
1,method,mBART-50,,61,0.750734,"They said to her, “There is no one among your relatives who has that name.”",太9 他们对她说、你家里人中没有一个有这个名字的。
1,method,mBART-50,,62,0.744753,"Then they made signs to his father, to find out what he would like to name the child.","然后,他们向他的父亲作了迹象,想弄清楚他想要给他一个名字。"
1,method,mBART-50,,63,0.836065,"He asked for a writing tablet, and to everyone’s astonishment he wrote, “His name is John.”","他要求一张写字板,使人惊奇地写道:“他的名字是约翰。"
1,method,mBART-50,,64,0.853110,"Immediately his mouth was opened and his tongue set free, and he began to speak, praising God.","他立刻开口,舌头松开,开始说赞美神。"
1,method,mBART-50,,65,0.787061,"All the neighbors were filled with awe, and throughout the hill country of Judea people were talking about all these things.",伯6:9 所有的邻居都惊奇、在犹大山地里、百姓都在谈论这些事。
1,method,mBART-50,,66,0.761741,"Everyone who heard this wondered about it, asking, “What then is this child going to be?” For the Lord’s hand was with him.

Zechariah’s Song","凡听见这话的人都惊奇,问说、这孩子要怎样呢。 因为耶和华的手在他身上。"
1,method,mBART-50,,67,0.867572,His father Zechariah was filled with the Holy Spirit and prophesied:,"他父亲撒迦利亚充满圣灵,预言说:"
1,method,mBART-50,,68,0.793744,"“Praise be to the Lord, the God of Israel,
    because he has come to his people and redeemed them.",耶和华以色列的 神、称颂他、因他来到他的百姓那里、救他们。
1,method,mBART-50,,69,0.801382,"He has raised up a horn of salvation for us
    in the house of his servant David","他在仆人大卫的殿里,为我们立了拯救的角"
1,method,mBART-50,,70,0.764707,"(as he said through his holy prophets of long ago),",正如他从古老的圣先知中所说的。
1,method,mBART-50,,71,0.743551,"salvation from our enemies
    and from the hand of all who hate us—","救免我们的仇敌,从仇恨我们的人手中——"
1,method,mBART-50,,72,0.821787,"to show mercy to our ancestors
    and to remember his holy covenant,",以怜悯我们的祖先、并记念他的圣约、
1,method,mBART-50,,73,0.839952,the oath he swore to our father Abraham:,他向我们父亲亚伯拉罕所作的誓言。
1,method,mBART-50,,74,0.798590,"to rescue us from the hand of our enemies,
    and to enable us to serve him without fear",利8:9 要救我们脱离仇敌的手、使我们不惧怕地服侍他
1,method,mBART-50,,75,0.517913,in holiness and righteousness before him all our days.,"在圣洁和义面前,我们的日子都是如此的。"
1,method,mBART-50,,76,0.808189,"And you, my child, will be called a prophet of the Most High;
    for you will go on before the Lord to prepare the way for him,","我的子阿、你必被称作至高的先知。 因为你必往耶和华面前行,为他作准备。"
1,method,mBART-50,,77,0.798653,"to give his people the knowledge of salvation
    through the forgiveness of their sins,",利8:6 藉著赦免他们的罪、使他的百姓知道救赎。
1,method,mBART-50,,78,0.773872,"because of the tender mercy of our God,
    by which the rising sun will come to us from heaven","因为我们的 神的慈悲,使日从天上临到我们。"
1,method,mBART-50,,79,0.784205,"to shine on those living in darkness
    and in the shadow of death,
to guide our feet into the path of peace.”","以照亮在黑暗中和死亡的阴影中生活的人,引导我们的足向和平的道路。"
1,method,mBART-50,,80,0.836390,And the child grew and became strong in spirit; and he lived in the wilderness until he appeared publicly to Israel.,"那孩子长大,在精神上变得坚强。 他住在旷野里,直到他显现出来给以色列人。"
1,method,nllb-200-distilled-600M,,1,0.730269,"Many have undertaken to draw up an account of the things that have been fulfilled among us,","许多人试图写下我们中间所发生的事的记载,"
1,method,nllb-200-distilled-600M,,2,0.681161,just as they were handed down to us by those who from the first were eyewitnesses and servants of the word.,"正如从初起目睹,事奉道的人传给我们一样."
