chapter,quality_method,ability_model,item_uid,item_index,source_id,passage_reference,q_type,score,direct_correct,llm_score,embedding_similarity,answer_confidence,insufficient_information,evidence_quality,score_file
1,llm_prompt_low,1.7b,luke1:item35:uw-174340-open:open,35,uw-174340-open,文本甲 1:64,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item36:uw-174340-mcq:mcq,36,uw-174340-mcq,文本甲 1:64,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item37:uw-174341-open:open,37,uw-174341-open,文本甲 1:66,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item38:uw-174341-mcq:mcq,38,uw-174341-mcq,文本甲 1:66,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item39:uw-174342-open:open,39,uw-174342-open,文本甲 1:68,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item40:uw-174342-mcq:mcq,40,uw-174342-mcq,文本甲 1:68,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item41:uw-174343-open:open,41,uw-174343-open,文本甲 1:77,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item42:uw-174343-mcq:mcq,42,uw-174343-mcq,文本甲 1:77,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item43:uw-174344-open:open,43,uw-174344-open,文本甲 1:80,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,llm_prompt_low,1.7b,luke1:item44:uw-174344-mcq:mcq,44,uw-174344-mcq,文本甲 1:80,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/llm_prompt_low/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item1:uw-174316-open:open,1,uw-174316-open,文本甲 1:4,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item2:uw-174316-mcq:mcq,2,uw-174316-mcq,文本甲 1:4,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item3:uw-174317-open:open,3,uw-174317-open,文本甲 1:6,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item4:uw-174317-mcq:mcq,4,uw-174317-mcq,文本甲 1:6,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item5:uw-174318-open:open,5,uw-174318-open,文本甲 1:7,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item6:uw-174318-mcq:mcq,6,uw-174318-mcq,文本甲 1:7,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item7:uw-174322-open:open,7,uw-174322-open,文本甲 1:11,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item8:uw-174322-mcq:mcq,8,uw-174322-mcq,文本甲 1:11,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item9:uw-174323-open:open,9,uw-174323-open,文本甲 1:12,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item10:uw-174323-mcq:mcq,10,uw-174323-mcq,文本甲 1:12,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item11:uw-174324-open:open,11,uw-174324-open,文本甲 1:13,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item12:uw-174324-mcq:mcq,12,uw-174324-mcq,文本甲 1:13,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item13:uw-174325-open:open,13,uw-174325-open,文本甲 1:16,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item14:uw-174325-mcq:mcq,14,uw-174325-mcq,文本甲 1:16,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item15:uw-174326-open:open,15,uw-174326-open,文本甲 1:17,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item16:uw-174326-mcq:mcq,16,uw-174326-mcq,文本甲 1:17,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item17:uw-174328-open:open,17,uw-174328-open,文本甲 1:20,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item18:uw-174328-mcq:mcq,18,uw-174328-mcq,文本甲 1:20,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item19:uw-174329-open:open,19,uw-174329-open,文本甲 1:27,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item20:uw-174329-mcq:mcq,20,uw-174329-mcq,文本甲 1:27,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item21:uw-174330-open:open,21,uw-174330-open,文本甲 1:31,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item22:uw-174330-mcq:mcq,22,uw-174330-mcq,文本甲 1:31,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item23:uw-174331-open:open,23,uw-174331-open,文本甲 1:33,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item24:uw-174331-mcq:mcq,24,uw-174331-mcq,文本甲 1:33,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item25:uw-174332-open:open,25,uw-174332-open,文本甲 1:35,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item26:uw-174332-mcq:mcq,26,uw-174332-mcq,文本甲 1:35,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item27:uw-174333-open:open,27,uw-174333-open,文本甲 1:35 (#2),open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item28:uw-174333-mcq:mcq,28,uw-174333-mcq,文本甲 1:35 (#2),mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item29:uw-174335-open:open,29,uw-174335-open,文本甲 1:41,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item30:uw-174335-mcq:mcq,30,uw-174335-mcq,文本甲 1:41,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item31:uw-174336-open:open,31,uw-174336-open,文本甲 1:42,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item32:uw-174336-mcq:mcq,32,uw-174336-mcq,文本甲 1:42,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item33:uw-174339-open:open,33,uw-174339-open,文本甲 1:63,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item34:uw-174339-mcq:mcq,34,uw-174339-mcq,文本甲 1:63,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item35:uw-174340-open:open,35,uw-174340-open,文本甲 1:64,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item36:uw-174340-mcq:mcq,36,uw-174340-mcq,文本甲 1:64,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item37:uw-174341-open:open,37,uw-174341-open,文本甲 1:66,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item38:uw-174341-mcq:mcq,38,uw-174341-mcq,文本甲 1:66,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item39:uw-174342-open:open,39,uw-174342-open,文本甲 1:68,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item40:uw-174342-mcq:mcq,40,uw-174342-mcq,文本甲 1:68,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item41:uw-174343-open:open,41,uw-174343-open,文本甲 1:77,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item42:uw-174343-mcq:mcq,42,uw-174343-mcq,文本甲 1:77,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item43:uw-174344-open:open,43,uw-174344-open,文本甲 1:80,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,llama 1b,luke1:item44:uw-174344-mcq:mcq,44,uw-174344-mcq,文本甲 1:80,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/llama 1b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item1:uw-174316-open:open,1,uw-174316-open,文本甲 1:4,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item2:uw-174316-mcq:mcq,2,uw-174316-mcq,文本甲 1:4,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item3:uw-174317-open:open,3,uw-174317-open,文本甲 1:6,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item4:uw-174317-mcq:mcq,4,uw-174317-mcq,文本甲 1:6,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item5:uw-174318-open:open,5,uw-174318-open,文本甲 1:7,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item6:uw-174318-mcq:mcq,6,uw-174318-mcq,文本甲 1:7,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item7:uw-174322-open:open,7,uw-174322-open,文本甲 1:11,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item8:uw-174322-mcq:mcq,8,uw-174322-mcq,文本甲 1:11,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item9:uw-174323-open:open,9,uw-174323-open,文本甲 1:12,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item10:uw-174323-mcq:mcq,10,uw-174323-mcq,文本甲 1:12,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item11:uw-174324-open:open,11,uw-174324-open,文本甲 1:13,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item12:uw-174324-mcq:mcq,12,uw-174324-mcq,文本甲 1:13,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item13:uw-174325-open:open,13,uw-174325-open,文本甲 1:16,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item14:uw-174325-mcq:mcq,14,uw-174325-mcq,文本甲 1:16,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item15:uw-174326-open:open,15,uw-174326-open,文本甲 1:17,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item16:uw-174326-mcq:mcq,16,uw-174326-mcq,文本甲 1:17,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item17:uw-174328-open:open,17,uw-174328-open,文本甲 1:20,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item18:uw-174328-mcq:mcq,18,uw-174328-mcq,文本甲 1:20,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item19:uw-174329-open:open,19,uw-174329-open,文本甲 1:27,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item20:uw-174329-mcq:mcq,20,uw-174329-mcq,文本甲 1:27,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item21:uw-174330-open:open,21,uw-174330-open,文本甲 1:31,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item22:uw-174330-mcq:mcq,22,uw-174330-mcq,文本甲 1:31,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item23:uw-174331-open:open,23,uw-174331-open,文本甲 1:33,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item24:uw-174331-mcq:mcq,24,uw-174331-mcq,文本甲 1:33,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item25:uw-174332-open:open,25,uw-174332-open,文本甲 1:35,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item26:uw-174332-mcq:mcq,26,uw-174332-mcq,文本甲 1:35,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item27:uw-174333-open:open,27,uw-174333-open,文本甲 1:35 (#2),open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item28:uw-174333-mcq:mcq,28,uw-174333-mcq,文本甲 1:35 (#2),mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item29:uw-174335-open:open,29,uw-174335-open,文本甲 1:41,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item30:uw-174335-mcq:mcq,30,uw-174335-mcq,文本甲 1:41,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item31:uw-174336-open:open,31,uw-174336-open,文本甲 1:42,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item32:uw-174336-mcq:mcq,32,uw-174336-mcq,文本甲 1:42,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item33:uw-174339-open:open,33,uw-174339-open,文本甲 1:63,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item34:uw-174339-mcq:mcq,34,uw-174339-mcq,文本甲 1:63,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item35:uw-174340-open:open,35,uw-174340-open,文本甲 1:64,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item36:uw-174340-mcq:mcq,36,uw-174340-mcq,文本甲 1:64,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item37:uw-174341-open:open,37,uw-174341-open,文本甲 1:66,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item38:uw-174341-mcq:mcq,38,uw-174341-mcq,文本甲 1:66,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item39:uw-174342-open:open,39,uw-174342-open,文本甲 1:68,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item40:uw-174342-mcq:mcq,40,uw-174342-mcq,文本甲 1:68,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item41:uw-174343-open:open,41,uw-174343-open,文本甲 1:77,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item42:uw-174343-mcq:mcq,42,uw-174343-mcq,文本甲 1:77,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item43:uw-174344-open:open,43,uw-174344-open,文本甲 1:80,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.5b,luke1:item44:uw-174344-mcq:mcq,44,uw-174344-mcq,文本甲 1:80,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.5b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item1:uw-174316-open:open,1,uw-174316-open,文本甲 1:4,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item2:uw-174316-mcq:mcq,2,uw-174316-mcq,文本甲 1:4,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item3:uw-174317-open:open,3,uw-174317-open,文本甲 1:6,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item4:uw-174317-mcq:mcq,4,uw-174317-mcq,文本甲 1:6,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item5:uw-174318-open:open,5,uw-174318-open,文本甲 1:7,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item6:uw-174318-mcq:mcq,6,uw-174318-mcq,文本甲 1:7,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item7:uw-174322-open:open,7,uw-174322-open,文本甲 1:11,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item8:uw-174322-mcq:mcq,8,uw-174322-mcq,文本甲 1:11,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item9:uw-174323-open:open,9,uw-174323-open,文本甲 1:12,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item10:uw-174323-mcq:mcq,10,uw-174323-mcq,文本甲 1:12,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item11:uw-174324-open:open,11,uw-174324-open,文本甲 1:13,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item12:uw-174324-mcq:mcq,12,uw-174324-mcq,文本甲 1:13,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item13:uw-174325-open:open,13,uw-174325-open,文本甲 1:16,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item14:uw-174325-mcq:mcq,14,uw-174325-mcq,文本甲 1:16,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item15:uw-174326-open:open,15,uw-174326-open,文本甲 1:17,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item16:uw-174326-mcq:mcq,16,uw-174326-mcq,文本甲 1:17,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item17:uw-174328-open:open,17,uw-174328-open,文本甲 1:20,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item18:uw-174328-mcq:mcq,18,uw-174328-mcq,文本甲 1:20,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item19:uw-174329-open:open,19,uw-174329-open,文本甲 1:27,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item20:uw-174329-mcq:mcq,20,uw-174329-mcq,文本甲 1:27,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item21:uw-174330-open:open,21,uw-174330-open,文本甲 1:31,open,0.0,,0.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item22:uw-174330-mcq:mcq,22,uw-174330-mcq,文本甲 1:31,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item23:uw-174331-open:open,23,uw-174331-open,文本甲 1:33,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item24:uw-174331-mcq:mcq,24,uw-174331-mcq,文本甲 1:33,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item25:uw-174332-open:open,25,uw-174332-open,文本甲 1:35,open,0.5,,0.5,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item26:uw-174332-mcq:mcq,26,uw-174332-mcq,文本甲 1:35,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item27:uw-174333-open:open,27,uw-174333-open,文本甲 1:35 (#2),open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item28:uw-174333-mcq:mcq,28,uw-174333-mcq,文本甲 1:35 (#2),mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item29:uw-174335-open:open,29,uw-174335-open,文本甲 1:41,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item30:uw-174335-mcq:mcq,30,uw-174335-mcq,文本甲 1:41,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item31:uw-174336-open:open,31,uw-174336-open,文本甲 1:42,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item32:uw-174336-mcq:mcq,32,uw-174336-mcq,文本甲 1:42,mcq,1.0,True,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item33:uw-174339-open:open,33,uw-174339-open,文本甲 1:63,open,1.0,,1.0,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
1,mBART-50,1.7b,luke1:item34:uw-174339-mcq:mcq,34,uw-174339-mcq,文本甲 1:63,mcq,0.0,False,,,,,,evaluation/outputs_cc/luke1/1.7b/mBART-50/scores_target_llama.json
