chapter,method,item_index,id,passage_reference,q_type,question,standard_answer,score_range,models_disagree,llama 1b_score,llama 1b_answer,llama 1b_choice,1.5b_score,1.5b_answer,1.5b_choice,1.7b_score,1.7b_answer,1.7b_choice
1,nllb-200-1.3B,37,uw-174341-open,文本甲 1:66,open,大家对孩子有什么认识？,The Master A's hand was with him.,0.0,False,0.0,他是神。,,0.0,他充满了灵。,,0.0,没有人意识到孩子的存在,
1,nllb-200-1.3B,38,uw-174341-mcq,文本甲 1:66,mcq,大家对孩子有什么认识？,The Master A's hand was with him.,0.0,False,1.0,主的手与他同在,B,1.0,主的手与他同在,B,1.0,主的手与他同在,B
1,nllb-200-1.3B,39,uw-174342-open,文本甲 1:68,open,至高者甲完成了什么，使人物甲赞美？,Redemption for his people.,0.0,False,1.0,"主人甲眷顾了他的百姓,救了他们。",,1.0,眷顾他的百姓，救他们。,,1.0,至高者甲因眷顾百姓并拯救他们而被称赞。,
1,nllb-200-1.3B,40,uw-174342-mcq,文本甲 1:68,mcq,至高者甲完成了什么，使人物甲赞美？,Redemption for his people.,0.0,False,1.0,为他的百姓带来救赎,A,1.0,为他的子民带来了救赎,A,1.0,为他的子民带来了救赎,A
1,nllb-200-1.3B,41,uw-174343-open,文本甲 1:77,open,人物甲预言人物丙会帮助人们知道什么？,How to be saved through forgiveness.,1.0,True,0.0,尊者甲必称为尊者甲的先知。,,0.0,他会告诉他的百姓。,,1.0,人物甲预言人物丙会帮助人们知道罪的赦免。,
1,nllb-200-1.3B,42,uw-174343-mcq,文本甲 1:77,mcq,人物甲预言人物丙会帮助人们知道什么？,How to be saved through forgiveness.,0.0,False,1.0,如何通过宽恕获得救赎,A,1.0,如何通过宽恕得救,A,1.0,如何通过宽恕得救,A
1,nllb-200-1.3B,43,uw-174344-open,文本甲 1:80,open,人物丙在哪里长大和居住？,In the wilderness.,0.0,False,1.0,旷野,,1.0,在旷野里。,,1.0,在旷野里住,
1,nllb-200-1.3B,44,uw-174344-mcq,文本甲 1:80,mcq,人物丙在哪里长大和居住？,In the wilderness.,0.0,False,1.0,在旷野,C,1.0,在旷野,C,1.0,在旷野,C
2,google_word_by_word,1,uw-174346-open,文本甲 2:4,open,人物戊为什么去地点02？,He was a descendant of King A.,1.0,True,0.0,"朱迪亚,到地点02这镇的君王甲。",,0.0,因为他是朱迪亚的君王。,,1.0,人物戊去地点03是因为他属于到这房子和线的君王甲。,
2,google_word_by_word,2,uw-174346-mcq,文本甲 2:4,mcq,人物戊为什么去地点02？,He was a descendant of King A.,1.0,True,0.0,,,1.0,登记户口,C,1.0,登记人口普查,C
2,google_word_by_word,3,uw-174347-open,文本甲 2:7,open,人物丁把她刚出生的儿子放在哪里？,In a manger.,1.0,True,0.0,他在衣服和一个物件01上放置。,,1.0,一个物件01.,,0.0,人物丁将刚出生的儿子放置在了物件01。,
2,google_word_by_word,4,uw-174347-mcq,文本甲 2:7,mcq,人物丁把她刚出生的儿子放在哪里？,In a manger.,0.0,False,1.0,物件01里,D,1.0,物件01里,D,1.0,物件01里,D
2,google_word_by_word,5,uw-174349-open,文本甲 2:9,open,群体01如何回应实体01？,They were very afraid.,1.0,True,0.0,他们不害怕。,,0.0,群体01在夜晚离开领地。,,1.0,群体01感到害怕。,
2,google_word_by_word,6,uw-174349-mcq,文本甲 2:9,mcq,群体01如何回应实体01？,They were very afraid.,1.0,True,1.0,他们非常害怕,D,0.0,他们很高兴,C,0.0,他们很高兴,C
2,google_word_by_word,7,uw-174350-open,文本甲 2:11,open,实体01给群体01报了什么消息？,The Savior had been born.,1.0,True,1.0,做不是是害怕的。 我带来你好消息那将要原因伟大的喜悦为了全部这人们。,,1.0,实体01给群体01报了伟大的好消息。,,0.0,实体01告诉群体01的是“将要带来伟大的喜悦”的好消息。,
2,google_word_by_word,8,uw-174350-mcq,文本甲 2:11,mcq,实体01给群体01报了什么消息？,The Savior had been born.,1.0,True,0.0,,,1.0,救主已经降生,A,1.0,救世主已经诞生了,A
2,google_word_by_word,9,uw-174351-open,文本甲 2:15,open,实体01离开后群体01做了什么？,Went to Bethlehem to see the child.,1.0,True,1.0,让我们去到地点02看这事物那有发生了， 哪个 这 主人甲 有 告诉 我们 关于。,,1.0,他们去地点02看事物发生了，哪个主人甲告诉他们关于那个孩子。,,0.0,群体01前往地点03并成立了人物丁、人物戊及婴儿WHO。,
2,google_word_by_word,10,uw-174351-mcq,文本甲 2:15,mcq,实体01离开后群体01去了哪里？,Went to Bethlehem to see the child.,0.0,False,1.0,地点02,B,1.0,地点02,B,1.0,地点03,B
2,google_word_by_word,11,uw-174352-open,文本甲 2:16,open,群体01在地点02发现了什么？,"Person D, Person E, and the baby.",0.0,False,0.0,地点02是主人甲的天堂。,,0.0,群体01在地点02看到了事物发生了变化。,,0.0,群体01在地点03发现了关于那个孩子的事件。,
2,google_word_by_word,12,uw-174352-mcq,文本甲 2:16,mcq,群体01在地点02找到了谁？,"Person D, Person E, and the baby.",1.0,True,0.0,,,1.0,人物丁、人物戊和婴儿,A,1.0,人物丁、人物戊和婴孩,A
2,google_word_by_word,13,uw-174354-open,文本甲 2:22,open,人物戊和人物丁为什么带人物己到场所甲去？,To present him to the Master A.,1.0,True,1.0,在这 第八 天，人物戊和人物丁采取了他到城堡甲来参加仪式。,,0.0,为了展示他给定的名字实体01。,,1.0,人物戊和人物丁带人物己去场所甲是为了参加纯化仪式的经过。,
2,google_word_by_word,14,uw-174354-mcq,文本甲 2:22,mcq,人物戊和人物丁为什么带人物己去场所甲？,To present him to the Master A.,1.0,True,0.0,,,1.0,为他献给主人甲,A,1.0,将他献给主人甲,A
2,google_word_by_word,15,uw-174355-open,文本甲 2:26,open,灵甲向人物03显明了什么？,He would see the Master A's Christ.,1.0,True,0.0,一个 一对 的 鸟子,,1.0,弥赛亚,,1.0,灵甲让人物03见到了主人甲弥赛亚,
2,google_word_by_word,16,uw-174355-mcq,文本甲 2:26,mcq,灵甲向人物03显明了什么？,He would see the Master A's Christ.,0.0,False,1.0,他将看见主的基督,C,1.0,他将看见主的基督,C,1.0,他将见到主人甲的基督,C
2,google_word_by_word,17,uw-174357-open,文本甲 2:35,open,人物03说人物丁将会经历什么？,A sword would pierce her soul.,0.0,False,0.0,"这 孩子 是 注定的 到 原因 这 坠落 和 上升 的 许多 在 族群甲, 和 到 是 一个 符号 那 将要 是 说 反对，",,0.0,他母亲说他会遭受坠落和上升的命运，并且是族群甲中的一个符号。,,0.0,人物03预言人物丁将反对族群甲的某种现象。,
2,google_word_by_word,18,uw-174357-mcq,文本甲 2:35,mcq,人物03说人物丁将会经历什么？,A sword would pierce her soul.,0.0,False,1.0,一把剑将刺透她的心,C,1.0,一把剑将刺透她的心,C,1.0,一把剑将刺透她的心灵,C
2,google_word_by_word,19,uw-174359-open,文本甲 2:40,open,人物己回到村庄甲后发生了什么？,He grew and became strong.,1.0,True,0.0,38 未来 向上 到 他们 在 那 非常 片刻， 她 给了 谢谢 到 至高者甲 和 辐 关于 这 孩子 到 全部 WHO 是 寻找 向前 到 这 赎回 的 城市甲.,,1.0,人物己长大并成为强壮；他充满智慧和优雅。,,1.0,人物己在村庄甲变得强大且智慧。,
2,google_word_by_word,20,uw-174359-mcq,文本甲 2:40,mcq,人物己回到村庄甲后发生了什么？,He grew and became strong.,1.0,True,0.0,,,1.0,他成长并变得强壮,B,1.0,他成长起来，变得强壮,B
2,google_word_by_word,21,uw-174361-open,文本甲 2:46,open,人物己的父母在哪里找到他？,In the Place A with teachers.,0.0,False,0.0,城市甲,,0.0,城市甲法院,,0.0,城市甲,
2,google_word_by_word,22,uw-174361-mcq,文本甲 2:46,mcq,人物己的父母在哪里找到他？,In the Place A with teachers.,0.0,False,0.0,,,0.0,在家里,D,0.0,在家里,D
2,google_word_by_word,23,uw-174362-open,文本甲 2:49,open,人物己如何回答人物丁关于寻找他的事？,I must be in my Father’s house.,0.0,False,0.0,为什么是你 寻找 为了 我？,,0.0,他问道：“为什么是我去找你？”,,0.0,他回答了父母关于寻找他为何存在的问题。,
2,google_word_by_word,24,uw-174362-mcq,文本甲 2:49,mcq,人物己对人物丁说了什么关于寻找他的事？,I must be in my Father’s house.,1.0,True,0.0,,,0.0,我迷路了,B,1.0,我必须在我父亲的家里,D
2,llm_prompt_high,1,uw-174346-open,Luke 2:4,open,人物戊为什么去地点02？,He was a descendant of King A.,1.0,True,1.0,于是，人物戊也从属于地区甲的村庄甲城上犹太，到了属于君王甲家的地点02城，因为他是君王甲家族和血统的人,,0.0,因为他同有婚约、怀孕的未婚妻人物丁一同去那里登记。,,1.0,人物戊前往地点03是因为他属于君王甲的家族和血统。,
2,llm_prompt_high,2,uw-174346-mcq,Luke 2:4,mcq,人物戊为什么去地点02？,He was a descendant of King A.,0.0,False,1.0,登记户口,C,1.0,登记户口,C,1.0,登记人口普查,C
2,llm_prompt_high,3,uw-174347-open,Luke 2:7,open,人物丁把她刚出生的儿子放在哪里？,In a manger.,1.0,True,1.0,物件01里,,0.0,物件01里,,0.0,实体01,
2,llm_prompt_high,4,uw-174347-mcq,Luke 2:7,mcq,人物丁把她刚出生的儿子放在哪里？,In a manger.,0.0,False,1.0,物件01里,D,1.0,物件01里,D,1.0,物件01里,D
2,llm_prompt_high,5,uw-174349-open,Luke 2:9,open,群体01如何回应实体01？,They were very afraid.,0.0,False,1.0,羊群一声惊叫，向上跑去。,,1.0,群体01十分惧怕。,,1.0,群体01对实体01表现出非常害怕的情绪。,
2,llm_prompt_high,6,uw-174349-mcq,Luke 2:9,mcq,群体01如何回应实体01？,They were very afraid.,1.0,True,1.0,他们非常害怕,D,0.0,他们很高兴,C,1.0,他们非常害怕,D
2,llm_prompt_high,7,uw-174350-open,Luke 2:11,open,实体01给群体01报了什么消息？,The Savior had been born.,1.0,True,0.0,大喜的信息是关乎普天下人的。,,0.0,大喜的信息，是关乎普天下人的。,,1.0,实体01告诉群体01的是“好消息，这是关乎所有人的大喜讯”。,
2,llm_prompt_high,8,uw-174350-mcq,Luke 2:11,mcq,实体01给群体01报了什么消息？,The Savior had been born.,0.0,False,1.0,救主已经降生,A,1.0,救主已经降生,A,1.0,救世主已经诞生了,A
2,llm_prompt_high,9,uw-174351-open,Luke 2:15,open,实体01离开后群体01做了什么？,Went to Bethlehem to see the child.,1.0,True,0.0,02离开,,1.0,群体01彼此说：“我们往地点02去，看主人甲告诉我们的这件事。”,,1.0,群体01前往地点03并找到人物丁和人物戊及婴儿并传播信息。,
2,llm_prompt_high,10,uw-174351-mcq,Luke 2:15,mcq,实体01离开后群体01去了哪里？,Went to Bethlehem to see the child.,0.0,False,1.0,地点02,B,1.0,地点02,B,1.0,地点03,B
2,llm_prompt_high,11,uw-174352-open,Luke 2:16,open,群体01在地点02发现了什么？,"Person D, Person E, and the baby.",1.0,True,0.0,地点02,,1.0,他们急忙去了，找到人物丁和人物戊，还有躺在物件01里的婴孩。,,1.0,群体01在地点03发现了人物丁、人物戊和躺在实体01里的婴儿。,
2,llm_prompt_high,12,uw-174352-mcq,Luke 2:16,mcq,群体01在地点02找到了谁？,"Person D, Person E, and the baby.",1.0,True,0.0,博士,D,1.0,人物丁、人物戊和婴儿,A,1.0,人物丁、人物戊和婴孩,A
2,llm_prompt_high,13,uw-174354-open,Luke 2:22,open,人物戊和人物丁为什么带人物己到场所甲去？,To present him to the Master A.,0.0,False,1.0,人物戊和人物丁带人物己到场所甲去，因为主人甲律法规定头生的男孩要归给主人甲。,,1.0,因为主人甲律法所记，凡头生的男孩要归给主人。,,1.0,人物戊和人物丁带人物己去城市甲是为了献给主人甲。,
2,llm_prompt_high,14,uw-174354-mcq,Luke 2:22,mcq,人物戊和人物丁为什么带人物己去场所甲？,To present him to the Master A.,0.0,False,1.0,为他献给主,A,1.0,为他献给主人甲,A,1.0,将他献给主人甲,A
2,llm_prompt_high,15,uw-174355-open,Luke 2:26,open,灵甲向人物03显明了什么？,He would see the Master A's Christ.,1.0,True,0.0,一对斑鸠或两只雏鸽。,,0.0,灵甲向人物03显明了弥赛亚会死。,,1.0,圣灵向人物03启示他不会在未见到主人甲弥赛亚之前死去。,
2,llm_prompt_high,16,uw-174355-mcq,Luke 2:26,mcq,灵甲向人物03显明了什么？,He would see the Master A's Christ.,0.0,False,1.0,他将看见主的基督,C,1.0,他将看见主的基督,C,1.0,他将见到主人甲的基督,C
2,llm_prompt_high,17,uw-174357-open,Luke 2:35,open,人物03说人物丁将会经历什么？,A sword would pierce her soul.,1.0,True,1.0,这个孩子立志要使族群甲中的许多人兴衰倒伏，并成为被人反对的兆头。,,0.0,人物03说人物丁将会经历兴衰倒伏、被人反对的兆头和许多心里的意念显露出来。,,0.0,人物丁会成为族群甲中许多人跌倒仰起的标志,
2,llm_prompt_high,18,uw-174357-mcq,Luke 2:35,mcq,人物03说人物丁将会经历什么？,A sword would pierce her soul.,0.0,False,1.0,一把剑将刺透她的心,C,1.0,一把剑将刺透她的心,C,1.0,一把剑将刺透她的心灵,C
2,llm_prompt_high,19,uw-174359-open,Luke 2:40,open,人物己回到村庄甲后发生了什么？,He grew and became strong.,1.0,True,0.0,人物己带孩子回城乡。,,1.0,孩子渐渐增长强壮，充满智慧，并蒙至高者甲恩典眷顾。,,0.0,人物己回到村庄甲后未提及具体事件。,
2,llm_prompt_high,20,uw-174359-mcq,Luke 2:40,mcq,人物己回到村庄甲后发生了什么？,He grew and became strong.,0.0,False,1.0,他成长并变得强壮,B,1.0,他成长并变得强壮,B,1.0,他成长起来，变得强壮,B
2,llm_prompt_high,21,uw-174361-open,Luke 2:46,open,人物己的父母在哪里找到他？,In the Place A with teachers.,1.0,True,0.0,城市甲,,1.0,他们在场所甲里找着他。,,0.0,城市甲,
2,llm_prompt_high,22,uw-174361-mcq,Luke 2:46,mcq,人物己的父母在哪里找到他？,In the Place A with teachers.,1.0,True,1.0,在场所甲里与群体04们一起,A,0.0,在家里,D,0.0,在家里,D
2,llm_prompt_high,23,uw-174362-open,Luke 2:49,open,人物己如何回答人物丁关于寻找他的事？,I must be in my Father’s house.,1.0,True,0.0,为什么要去见他,,1.0,他回答说：“你们为什么找我？岂不知我应当以我父的事为念吗？”,,1.0,耶稣回答母亲：“你们岂不知道我应当在我父的家里吗？”,
2,llm_prompt_high,24,uw-174362-mcq,Luke 2:49,mcq,人物己对人物丁说了什么关于寻找他的事？,I must be in my Father’s house.,1.0,True,0.0,我迷路了,B,1.0,我必须在我父的家里,D,1.0,我必须在我父亲的家里,D
2,llm_prompt_low,1,uw-174346-open,文本甲 2:4,open,人物戊为什么去地点02？,He was a descendant of King A.,0.0,False,1.0,所以人物戊也从村庄甲镇在地区甲上去犹太，去君王甲的城地点02，因为他属于君王甲的家和血统,,1.0,因为人物戊属于君王甲的家和血统。,,1.0,人物戊去地点03是因为他属于君王甲之家的家族。,
2,llm_prompt_low,2,uw-174346-mcq,文本甲 2:4,mcq,人物戊为什么去地点02？,He was a descendant of King A.,1.0,True,0.0,,,1.0,登记户口,C,1.0,登记人口普查,C
2,llm_prompt_low,3,uw-174347-open,文本甲 2:7,open,人物丁把她刚出生的儿子放在哪里？,In a manger.,0.0,False,0.0,物件01,,0.0,物件01,,0.0,实体01,
2,llm_prompt_low,4,uw-174347-mcq,文本甲 2:7,mcq,人物丁把她刚出生的儿子放在哪里？,In a manger.,0.0,False,1.0,物件01里,D,1.0,物件01里,D,1.0,物件01里,D
2,llm_prompt_low,5,uw-174349-open,文本甲 2:9,open,群体01如何回应实体01？,They were very afraid.,1.0,True,1.0,羊群害怕。,,0.0,群体01晚上守着羊群。,,1.0,群体01对实体01感到害怕。,
2,llm_prompt_low,6,uw-174349-mcq,文本甲 2:9,mcq,群体01如何回应实体01？,They were very afraid.,1.0,True,1.0,他们非常害怕,D,0.0,他们很高兴,C,0.0,他们很高兴,C
2,llm_prompt_low,7,uw-174350-open,文本甲 2:11,open,实体01给群体01报了什么消息？,The Savior had been born.,1.0,True,0.0,不要怕，我带给你们好消息，要使大众欢乐。,,1.0,弥赛亚出生的消息。,,1.0,实体01带来了大喜的好消息。,
2,llm_prompt_low,8,uw-174350-mcq,文本甲 2:11,mcq,实体01给群体01报了什么消息？,The Savior had been born.,1.0,True,0.0,,,1.0,救主已经降生,A,1.0,救世主已经诞生了,A
2,llm_prompt_low,9,uw-174351-open,文本甲 2:15,open,实体01离开后群体01做了什么？,Went to Bethlehem to see the child.,0.0,False,1.0,群体01去地点02看看主人甲告诉我们的这事。,,1.0,群体01急忙去地点02。,,1.0,群体01前往地点03查看并寻找人物丁、戊及婴儿并传播相关消息。,
2,llm_prompt_low,10,uw-174351-mcq,文本甲 2:15,mcq,实体01离开后群体01去了哪里？,Went to Bethlehem to see the child.,0.0,False,1.0,地点02,B,1.0,地点02,B,1.0,地点03,B
2,llm_prompt_low,11,uw-174352-open,文本甲 2:16,open,群体01在地点02发现了什么？,"Person D, Person E, and the baby.",1.0,True,0.0,地点02,,1.0,群体01在地点02找到了人物丁和人物戊及躺在物件01里的婴儿。,,0.0,群体01在地点03看到了发生的事。,
2,llm_prompt_low,12,uw-174352-mcq,文本甲 2:16,mcq,群体01在地点02找到了谁？,"Person D, Person E, and the baby.",0.0,False,1.0,人物丁、人物戊和婴儿,A,1.0,人物丁、人物戊和婴儿,A,1.0,人物丁、人物戊和婴孩,A
2,llm_prompt_low,13,uw-174354-open,文本甲 2:22,open,人物戊和人物丁为什么带人物己到场所甲去？,To present him to the Master A.,1.0,True,1.0,人物戊和人物丁带人物己到场所甲去，因为他们要按照主人甲的律法行割礼。,,0.0,因为是按摩西律法洁净的日子。,,1.0,人物戊和人物丁带人物己去城市甲是为了遵守摩西律法，将头生的男孩归为主人甲为圣。,
2,llm_prompt_low,14,uw-174354-mcq,文本甲 2:22,mcq,人物戊和人物丁为什么带人物己去场所甲？,To present him to the Master A.,1.0,True,0.0,逃避统治者甲,B,1.0,为他献给主人甲,A,1.0,将他献给主人甲,A
2,llm_prompt_low,15,uw-174355-open,文本甲 2:26,open,灵甲向人物03显明了什么？,He would see the Master A's Christ.,1.0,True,0.0,一对斑鸠或两只小鸽子。,,1.0,灵甲向人物03显明了弥赛亚。,,1.0,灵甲启示人物03在见到主人甲弥赛亚前不会死。,
2,llm_prompt_low,16,uw-174355-mcq,文本甲 2:26,mcq,灵甲向人物03显明了什么？,He would see the Master A's Christ.,1.0,True,0.0,,,1.0,他将看见主的基督,C,0.0,他将长寿,A
2,llm_prompt_low,17,uw-174357-open,文本甲 2:35,open,人物03说人物丁将会经历什么？,A sword would pierce her soul.,1.0,True,1.0,此孩使许多人在族群甲跌倒和兴起，为要作被人反对的记号。,,0.0,此孩使许多人在族群甲跌倒和兴起，为要作被人反对的记号。,,0.0,人物03说人物丁将会成为被说反对的记号。,
2,llm_prompt_low,18,uw-174357-mcq,文本甲 2:35,mcq,人物03说人物丁将会经历什么？,A sword would pierce her soul.,1.0,True,0.0,她将有许多孩子,D,1.0,一把剑将刺透她的心,C,1.0,一把剑将刺透她的心灵,C
2,llm_prompt_low,19,uw-174359-open,文本甲 2:40,open,人物己回到村庄甲后发生了什么？,He grew and became strong.,1.0,True,0.0,她来时感谢至高者甲，对盼望城市甲得救赎的人讲孩故事。,,0.0,他十二岁时，照例上节日。,,1.0,人物己在村庄甲后逐渐长大，充满智慧。,
2,llm_prompt_low,20,uw-174359-mcq,文本甲 2:40,mcq,人物己回到村庄甲后发生了什么？,He grew and became strong.,1.0,True,0.0,,,1.0,他成长并变得强壮,B,1.0,他成长起来，变得强壮,B
2,llm_prompt_low,21,uw-174361-open,文本甲 2:46,open,人物己的父母在哪里找到他？,In the Place A with teachers.,1.0,True,0.0,城市甲,,1.0,在场所甲内经师中间找到他。,,0.0,城市甲,
2,llm_prompt_low,22,uw-174361-mcq,文本甲 2:46,mcq,人物己的父母在哪里找到他？,In the Place A with teachers.,0.0,False,0.0,,,0.0,在家里,D,0.0,在家里,D
2,llm_prompt_low,23,uw-174362-open,文本甲 2:49,open,人物己如何回答人物丁关于寻找他的事？,I must be in my Father’s house.,1.0,True,0.0,为什么这样对待我们？你父亲和我紧急找你。,,1.0,他问：“你们为何找我？不知道我应当在我父的家么？”,,1.0,他解释自己被父母找的原因是“不是知道我应该在我父家吗？”,
2,llm_prompt_low,24,uw-174362-mcq,文本甲 2:49,mcq,人物己对人物丁说了什么关于寻找他的事？,I must be in my Father’s house.,1.0,True,0.0,,,1.0,我必须在我父的家里,D,1.0,我必须在我父亲的家里,D
2,mBART-50,1,uw-174346-open,Luke 2:4,open,人物戊为什么去地点02？,He was a descendant of King A.,1.0,True,0.0,君王甲的城。,,1.0,因为他是君王甲家和家系的。,,0.0,人物戊去地点03是为了登记人物丁并进行婚姻登记。,
2,mBART-50,2,uw-174346-mcq,Luke 2:4,mcq,人物戊为什么去地点02？,He was a descendant of King A.,1.0,True,0.0,,,1.0,登记户口,C,1.0,登记人口普查,C
2,mBART-50,3,uw-174347-open,Luke 2:7,open,人物丁把她刚出生的儿子放在哪里？,In a manger.,1.0,True,1.0,窝里,,0.0,窝里,,1.0,人物丁将刚出生的儿子放在窝里。,
2,mBART-50,4,uw-174347-mcq,Luke 2:7,mcq,人物丁把她刚出生的儿子放在哪里？,In a manger.,1.0,True,1.0,马槽里,D,0.0,摇篮里,B,1.0,物件01里,D
2,mBART-50,5,uw-174349-open,Luke 2:9,open,群体01如何回应实体01？,They were very afraid.,0.0,False,1.0,羊群惊惶,,1.0,群体01惊惶。,,1.0,群体01惊惶,
2,mBART-50,6,uw-174349-mcq,Luke 2:9,mcq,群体01如何回应实体01？,They were very afraid.,1.0,True,0.0,他们很高兴,C,0.0,他们很高兴,C,1.0,他们非常害怕,D
2,mBART-50,7,uw-174350-open,Luke 2:11,open,实体01给群体01报了什么消息？,The Savior had been born.,0.0,False,1.0,创8 实体01对他们说不要惧怕我给你带来好消息将使众人大欢喜。,,1.0,带来好消息、将使众人大欢喜。,,1.0,实体01告诉群体01的消息是“不要惧怕、我给你带来好消息、将使众人大欢喜”。,
2,mBART-50,8,uw-174350-mcq,Luke 2:11,mcq,实体01给群体01报了什么消息？,The Savior had been born.,0.0,False,1.0,救主已经降生,A,1.0,救主已经降生,A,1.0,救世主已经诞生了,A
2,mBART-50,9,uw-174351-open,Luke 2:15,open,实体01离开后群体01做了什么？,Went to Bethlehem to see the child.,0.0,False,1.0,太9 实体01离开他们，往天去的时候，群体01彼此说，我们去地点02，看主人甲告诉我们的事。,,1.0,群体01彼此说、我们去地点02、看主人甲告诉我们的事。,,1.0,群体01前往地点03并传播了关于婴儿的事。,
2,mBART-50,10,uw-174351-mcq,Luke 2:15,mcq,实体01离开后群体01去了哪里？,Went to Bethlehem to see the child.,1.0,True,0.0,,,1.0,地点02,B,1.0,地点03,B
2,mBART-50,11,uw-174352-open,Luke 2:16,open,群体01在地点02发现了什么？,"Person D, Person E, and the baby.",1.0,True,0.0,我们去地点02看主人甲告诉我们的事。,,1.0,群体01在地点02发现了人物丁、人物戊和躺在婴儿的婴儿。,,1.0,群体01在地点03发现了人物丁、人物戊和一个躺在婴儿的婴儿。,
2,mBART-50,12,uw-174352-mcq,Luke 2:16,mcq,群体01在地点02找到了谁？,"Person D, Person E, and the baby.",0.0,False,1.0,马利亚、约瑟和婴儿,A,1.0,人物丁、人物戊和婴儿,A,1.0,人物丁、人物戊和婴孩,A
2,mBART-50,13,uw-174354-open,Luke 2:22,open,人物戊和人物丁为什么带人物己到场所甲去？,To present him to the Master A.,0.0,False,1.0,人物戊和人物丁带人物己到场所甲去，因为他们要献祭。,,1.0,因为按照主人甲的律法，初生的男子都要献给主人甲。,,1.0,人物戊和人物丁带人物己去场所甲是为了按主人甲律法进行献祭。,
2,mBART-50,14,uw-174354-mcq,Luke 2:22,mcq,人物戊和人物丁为什么带人物己去场所甲？,To present him to the Master A.,1.0,True,0.0,,,1.0,为他献给主人甲,A,1.0,将他献给主人甲,A
2,mBART-50,15,uw-174355-open,Luke 2:26,open,灵甲向人物03显明了什么？,He would see the Master A's Christ.,1.0,True,0.0,两只鸽子或幼鸽子。,,1.0,"灵甲使人物03明白,在他看见主人的弥赛之前,不会死。",,1.0,灵甲使人物03明白他不会死，直到看到主人甲的弥赛。,
2,mBART-50,16,uw-174355-mcq,Luke 2:26,mcq,灵甲向人物03显明了什么？,He would see the Master A's Christ.,1.0,True,1.0,他将看见主的基督,C,0.0,他将成为先知,B,1.0,他将见到主人甲的基督,C
2,mBART-50,17,uw-174357-open,Luke 2:35,open,人物03说人物丁将会经历什么？,A sword would pierce her soul.,1.0,True,1.0,这孩子注定会使族群甲的许多人堕落起来、成为反对的迹象。,,0.0,人物03祝福他们，对母人物丁说：这孩子注定会使族群甲的许多人堕落起来、成为反对的迹象。,,0.0,人物03说人物丁将会使族群甲的许多人堕落起来，成为反对的迹象。,
2,mBART-50,18,uw-174357-mcq,Luke 2:35,mcq,人物03说人物丁将会经历什么？,A sword would pierce her soul.,1.0,True,0.0,她将有许多孩子,D,1.0,一把剑将刺透她的心,C,1.0,一把剑将刺透她的心灵,C
2,mBART-50,19,uw-174359-open,Luke 2:40,open,人物己回到村庄甲后发生了什么？,He grew and became strong.,1.0,True,1.0,他长大。,,1.0,他长大了、就强壮了。,,0.0,人物己回到村庄甲后继续在城市甲活动。,
2,mBART-50,20,uw-174359-mcq,Luke 2:40,mcq,人物己回到村庄甲后发生了什么？,He grew and became strong.,1.0,True,0.0,他开始行神迹,C,1.0,他成长并变得强壮,B,1.0,他成长起来，变得强壮,B
2,mBART-50,21,uw-174361-open,Luke 2:46,open,人物己的父母在哪里找到他？,In the Place A with teachers.,0.0,False,0.0,他们在城市甲去寻找他。,,0.0,他的母亲在城市甲找到他。,,0.0,人物己的父母在城市甲找到他。,
2,mBART-50,22,uw-174361-mcq,Luke 2:46,mcq,人物己的父母在哪里找到他？,In the Place A with teachers.,0.0,False,0.0,,,0.0,在家里,D,0.0,在家里,D
2,mBART-50,23,uw-174362-open,Luke 2:49,open,人物己如何回答人物丁关于寻找他的事？,I must be in my Father’s house.,1.0,True,0.0,他父亲惊奇了。,,0.0,他父母看见他，就惊奇了。他的母亲对他说，儿子，你为什么这样对待我们呢?我和你父亲都急于寻找你。,,1.0,他回答“难道你不知道我必须到我父亲家里吗？”,
2,mBART-50,24,uw-174362-mcq,Luke 2:49,mcq,人物己对人物丁说了什么关于寻找他的事？,I must be in my Father’s house.,1.0,True,0.0,,,0.0,我迷路了,B,1.0,我必须在我父亲的家里,D
2,nllb-200-1.3B,1,uw-174346-open,Luke 2:4,open,人物戊为什么去地点02？,He was a descendant of King A.,0.0,False,1.0,他是君王甲的家属。,,1.0,因为他又是君王甲的家属，也是他的子孙。,,1.0,人物戊去地点03是因为他是君王甲的家属和子孙。,
2,nllb-200-1.3B,2,uw-174346-mcq,Luke 2:4,mcq,人物戊为什么去地点02？,He was a descendant of King A.,1.0,True,0.0,拜访亲戚,B,1.0,登记户口,C,1.0,登记人口普查,C
2,nllb-200-1.3B,3,uw-174347-open,Luke 2:7,open,人物丁把她刚出生的儿子放在哪里？,In a manger.,0.0,False,0.0,物件01里,,0.0,物件01里,,0.0,物件01,
2,nllb-200-1.3B,4,uw-174347-mcq,Luke 2:7,mcq,人物丁把她刚出生的儿子放在哪里？,In a manger.,0.0,False,1.0,物件01里,D,1.0,物件01里,D,1.0,物件01里,D
2,nllb-200-1.3B,5,uw-174349-open,Luke 2:9,open,群体01如何回应实体01？,They were very afraid.,1.0,True,0.0,他们说: 我们不害怕。,,1.0,他们就甚惧怕。,,1.0,群体01惧怕,
2,nllb-200-1.3B,6,uw-174349-mcq,Luke 2:9,mcq,群体01如何回应实体01？,They were very afraid.,1.0,True,1.0,他们非常害怕,D,0.0,他们很高兴,C,1.0,他们非常害怕,D
